dataset,model,frequency_hz,z_real_ohm,z_imag_ohm,z_fit_real_ohm,z_fit_imag_ohm,res_real_ohm,res_imag_ohm,point_index,original_row,scan_index,source_file,used_in_fit
exampleData,two_rc_w_fixed_r0,0.063096,0.03544780816944048,-0.0042630212172992624,0.03518354209894059,-0.004571879467352103,0.00026426607049988976,0.0003088582500528408,13,13,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.079433,0.03506693121253139,-0.003816723014957778,0.034697055502566326,-0.004113100269144995,0.0003698757099650646,0.0002963772541872173,14,14,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.1,0.034721707243418394,-0.003465230467686932,0.03426301288021727,-0.0037141463702415954,0.0004586943632011245,0.00024891590255466355,15,15,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.12589,0.03440366308110683,-0.0031936182833490197,0.03387546984875404,-0.0033710979174131936,0.000528193232352793,0.0001774796340641739,16,16,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.15849,0.03410783765793668,-0.0029843274850640607,0.03352884829495266,-0.003081008952980238,0.0005789893629840198,9.66814679161771e-05,17,17,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.19953,0.033821109172144787,-0.0028420187384119175,0.033218106395369845,-0.0028422214429095843,0.0006030027767749413,2.0270449766672874e-07,18,18,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.25119,0.03353616639243526,-0.0027510821389620833,0.03293829423206572,-0.0026541948350044284,0.0005978721603695364,-9.688730395765498e-05,19,19,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.31623,0.0332524554516705,-0.0027092774650327093,0.03268431511997565,-0.002517624999063675,0.0005681403316948469,-0.00019165246596903425,20,20,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.39811,0.03295910966053001,-0.0027164025855301414,0.0324507316441532,-0.0024346429626050455,0.0005083780163768134,-0.00028175962292509597,21,21,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.50119,0.03265642728210896,-0.0027688021541761596,0.032231177625191273,-0.002408819765124505,0.00042524965691768946,-0.0003599823890516546,22,22,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.63096,0.03232796211965539,-0.0028687505233332576,0.032017667972831815,-0.0024451618069616437,0.00031029414682357676,-0.00042358871637161385,23,23,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.79433,0.03197349380289498,-0.002995332546857452,0.03179959774121815,-0.002549853934030806,0.00017389606167683008,-0.0004454786128266458,24,24,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,1.0,0.03158436174556338,-0.0031633863009665544,0.031562389837698705,-0.00272950455432299,2.19719078646749e-05,-0.00043388174664356436,25,25,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,1.2589,0.031069936132208303,-0.0034345232421858604,0.03128591296791502,-0.0029894292981962477,-0.0002159768357067153,-0.00044509394398961274,26,26,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,1.5849,0.03046141985417733,-0.003652697342055591,0.030942925465216597,-0.003330520275140316,-0.0004815056110392679,-0.0003221770669152753,27,27,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,1.9953,0.029900714166654168,-0.00389594513544332,0.030499288968964693,-0.003743549687154825,-0.0005985748023105246,-0.00015239544828849491,28,28,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,2.5119,0.029379111339927506,-0.0041496368125138496,0.02991749994696377,-0.004201929443985592,-0.0005383886070362658,5.229263147174274e-05,29,29,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,3.1623,0.028614488514401064,-0.0043563647278047945,0.029166944454634188,-0.004655164784917826,-0.0005524559402331243,0.0002988000571130314,30,30,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,3.9811,0.027877380810968015,-0.004528514961203703,0.02824211514914476,-0.005029440965253057,-0.0003647343381767455,0.0005009260040493534,31,31,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,5.0119,0.027051941695755265,-0.004623972802104744,0.027180843675249693,-0.005244403221397156,-0.00012890197949442725,0.0006204304192924115,32,32,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,6.3096,0.02622642987302172,-0.00463483440841946,0.02606705974940954,-0.005245001642265088,0.00015937012361217848,0.0006101672338456286,33,33,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,7.9433,0.02539677675995668,-0.004562544489738368,0.02500620029153895,-0.005030080590716377,0.0003905764684177318,0.0004675361009780091,34,34,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,10.0,0.024674033206038913,-0.004418384064925816,0.0240851533302354,-0.00465396216235533,0.0005888798758035135,0.00023557809742951429,35,35,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,12.589,0.023984220630662276,-0.004213943600562558,0.023345279224553553,-0.004199666543369498,0.0006389414061087235,-1.4277057193060223e-05,36,36,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,15.849,0.023376189861574193,-0.00397620055979716,0.022782372435429844,-0.003746224334771493,0.0005938174261443489,-0.00022997622502566716,37,37,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,19.953,0.022795788586331325,-0.0037290248504921663,0.02236452962986241,-0.0033508243169446646,0.0004312589564689148,-0.00037820053354750173,38,38,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,25.119,0.022290491192888503,-0.0035578892246933775,0.02204942779702762,-0.003046329573780885,0.00024106339586088196,-0.0005115596509124923,39,39,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,31.623,0.02183347892172112,-0.0033509582749051622,0.021794713087061296,-0.0028470654967959366,3.876583465982353e-05,-0.0005038927781092256,40,40,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,39.811,0.021423948245372654,-0.0031826464281827804,0.0215613410472663,-0.0027552474981980463,-0.0001373928018936453,-0.00042739892998473403,41,41,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,50.119,0.021044983846558948,-0.0030507184111723995,0.021312896888806443,-0.0027641677052842426,-0.00026791304224749526,-0.00028655070588815695,42,42,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,63.096,0.02061274834162727,-0.002938692023982815,0.02101465733642329,-0.0028578845716734315,-0.00040190899479602277,-8.080745230938354e-05,43,43,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,79.433,0.02020959510042839,-0.002848034411523496,0.0206351638394325,-0.0030082091952203056,-0.0004255687390041091,0.0001601747836968096,44,44,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,100.0,0.019760492004316906,-0.0027583877127425357,0.020152629041254484,-0.003171910478455438,-0.00039213703693757873,0.0004135227657129023,45,45,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,125.89,0.019397188854563815,-0.0026767011351060705,0.01956602357511682,-0.0032933868822419775,-0.0001688347205530058,0.000616685747135907,46,46,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,158.49,0.01898347057349932,-0.002575856490231119,0.018904474431130965,-0.003317800614542154,7.899614236835453e-05,0.000741944124311035,47,47,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,199.53,0.018562859805406062,-0.002455805016755156,0.018225363302481624,-0.0032119050253942203,0.00033749650292443784,0.0007561000086390643,48,48,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,251.19,0.01817394883861396,-0.0023163152672671405,0.017594583144523133,-0.002979126102707143,0.0005793656940908248,0.0006628108354400026,49,49,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,316.23,0.017777098024495532,-0.0021494988087570974,0.017061420710500555,-0.0026554000867123526,0.0007156773139949772,0.0005059012779552552,50,50,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,398.11,0.017382944047369668,-0.0019492643145405137,0.016645707348704724,-0.0022898559690654433,0.0007372366986649441,0.0003405916545249296,51,51,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,501.19,0.017027408256891644,-0.0017151675874650793,0.016341347691884327,-0.0019254872872158536,0.0006860605650073175,0.0002103196997507743,52,52,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,630.96,0.016664493440403796,-0.0014357936694323731,0.016128434998394902,-0.0015902230640758182,0.0005360584420088937,0.00015442939464344507,53,53,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,794.33,0.016338702344109557,-0.0011094383687941948,0.015983994920096493,-0.0012973667326968358,0.0003547074240130635,0.00018792836390264106,54,54,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,1000.0,0.0160611742499297,-0.0007287022309982213,0.01588784748372862,-0.0010500077845281308,0.0001733267662010797,0.00032130555352990944,55,55,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,1258.9,0.01580888106340524,-0.0002827724289657194,0.0158244875310272,-0.0008455434181585689,-1.5606467621959857e-05,0.0005627709891928496,56,56,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,1584.9,0.015584763288620133,0.00024224721030238663,0.015782850685904966,-0.000678786303139904,-0.00019808739728483307,0.0009210335134422907,57,57,1,exampleData.csv,0
exampleData,two_rc_w_fixed_r0,1995.3,0.015355525008021014,0.0008560734952241664,0.015755423247229908,-0.0005439795697852275,-0.00039989823920889324,0.0014000530650093938,58,58,1,exampleData.csv,0
exampleData,two_rc_w_fixed_r0,2511.9,0.0151995284094296,0.0015811469785105114,0.01573721584583151,-0.0004355865522970029,-0.0005376874364019114,0.0020167335308075144,59,59,1,exampleData.csv,0
exampleData,two_rc_w_fixed_r0,3162.3,0.015171093447136085,0.002452846099159856,0.015724973102616092,-0.00034869563479279157,-0.0005538796554800073,0.0028015417339526476,60,60,1,exampleData.csv,0
exampleData,two_rc_w_fixed_r0,3981.1,0.0151260119032158,0.003488131035300228,0.015716597666459522,-0.00027917793345741057,-0.0005905857632437211,0.0037673089687576384,61,61,1,exampleData.csv,0
exampleData,two_rc_w_fixed_r0,5011.9,0.015086882844244283,0.004712940823286973,0.015710741477640077,-0.00022361610162776978,-0.0006238586333957939,0.004936556924914743,62,62,1,exampleData.csv,0
exampleData,two_rc_w_fixed_r0,6309.6,0.015276246310902308,0.006239444322658155,0.015706540307098605,-0.00017922789149231463,-0.0004302939961962973,0.006418672214150469,63,63,1,exampleData.csv,0
exampleData,two_rc_w_fixed_r0,7943.3,0.015467639396989145,0.008031686651315248,0.0157034397813139,-0.00014376877704812323,-0.00023580038432475386,0.00817545542836337,64,64,1,exampleData.csv,0
exampleData,two_rc_w_fixed_r0,10000.0,0.015771482660485933,0.010157474564938236,0.015701083156688715,-0.00011543697356433695,7.039950379721799e-05,0.010272911538502573,65,65,1,exampleData.csv,0
exampleData,two_rc_w_free,0.0031623,0.0494998977640506,-0.020438698544418925,0.05067022007813036,-0.01997009837728981,-0.0011703223140797567,-0.0004686001671291157,0,0,1,exampleData.csv,1
exampleData,two_rc_w_free,0.0039811,0.04776559257398882,-0.0182856893045487,0.04849540172869077,-0.017771172068470075,-0.0007298091547019506,-0.0005145172360786245,1,1,1,exampleData.csv,1
exampleData,two_rc_w_free,0.0050119,0.046135817571421565,-0.016343158966700824,0.04657291174159939,-0.015831286369664653,-0.0004370941701778222,-0.0005118725970361705,2,2,1,exampleData.csv,1
exampleData,two_rc_w_free,0.0063096,0.044596836301773274,-0.014589168660649915,0.04485673412700162,-0.014113094480857225,-0.000259897825228346,-0.00047607417979268936,3,3,1,exampleData.csv,1
exampleData,two_rc_w_free,0.0079433,0.0431423038612392,-0.01300096361736358,0.043323419861275726,-0.012583502913734132,-0.00018111600003652834,-0.0004174607036294478,4,4,1,exampleData.csv,1
exampleData,two_rc_w_free,0.01,0.04181678802099761,-0.011573009182824043,0.041956106456101636,-0.01122025472312749,-0.00013931843510402858,-0.0003527544596965519,5,5,1,exampleData.csv,1
exampleData,two_rc_w_free,0.012589,0.040606740929859095,-0.010282133623145189,0.04073779319523168,-0.010006362749386532,-0.00013105226537258458,-0.0002757708737586573,6,6,1,exampleData.csv,1
exampleData,two_rc_w_free,0.015849,0.03951932383144551,-0.009113366697002839,0.03965181684183757,-0.008925938801409346,-0.00013249301039205963,-0.00018742789559349216,7,7,1,exampleData.csv,1
exampleData,two_rc_w_free,0.019953,0.03856629404354767,-0.00804494958277692,0.0386839602817511,-0.007965113487817048,-0.00011766623820342464,-7.983609495987136e-05,8,8,1,exampleData.csv,1
exampleData,two_rc_w_free,0.025119,0.03773445890891118,-0.007075702921918925,0.03782142949830719,-0.0071114472508633335,-8.697058939600988e-05,3.574432894440892e-05,9,9,1,exampleData.csv,1
exampleData,two_rc_w_free,0.031623,0.037013908851197805,-0.006209940124316647,0.037052595319150394,-0.006353796291114055,-3.8686467952589454e-05,0.00014385616679740785,10,10,1,exampleData.csv,1
exampleData,two_rc_w_free,0.039811,0.03639992299924442,-0.005450664199993216,0.036367296630747996,-0.005682613147334465,3.2626368496421754e-05,0.00023194894734124977,11,11,1,exampleData.csv,1
exampleData,two_rc_w_free,0.050119,0.035883179203561086,-0.004804611324614652,0.035756401467978725,-0.005089546189088398,0.00012677773558236044,0.00028493486447374577,12,12,1,exampleData.csv,1
exampleData,two_rc_w_free,0.063096,0.03544780816944048,-0.0042630212172992624,0.03521173961149079,-0.004567419947272177,0.0002360685579496924,0.0003043987299729146,13,13,1,exampleData.csv,1
exampleData,two_rc_w_free,0.079433,0.03506693121253139,-0.003816723014957778,0.0347259934585928,-0.004110187776547215,0.0003409377539385916,0.00029346476158943714,14,14,1,exampleData.csv,1
exampleData,two_rc_w_free,0.1,0.034721707243418394,-0.003465230467686932,0.03429256981739235,-0.003712886039400196,0.0004291374260260439,0.00024765557171326424,15,15,1,exampleData.csv,1
exampleData,two_rc_w_free,0.12589,0.03440366308110683,-0.0031936182833490197,0.03390551361055816,-0.003371652473563246,0.0004981494705486728,0.0001780341902142264,16,16,1,exampleData.csv,1
exampleData,two_rc_w_free,0.15849,0.03410783765793668,-0.0029843274850640607,0.033559223477068544,-0.0030836094267120205,0.0005486141808681358,9.92819416479598e-05,17,17,1,exampleData.csv,1
exampleData,two_rc_w_free,0.19953,0.033821109172144787,-0.0028420187384119175,0.03324861487184255,-0.0028471778113847903,0.0005724943003022342,5.159072972872776e-06,18,18,1,exampleData.csv,1
exampleData,two_rc_w_free,0.25119,0.03353616639243526,-0.0027510821389620833,0.03296866584026194,-0.002661908290219648,0.0005675005521733195,-8.917384874243539e-05,19,19,1,exampleData.csv,1
exampleData,two_rc_w_free,0.31623,0.0332524554516705,-0.0027092774650327093,0.03271416244218825,-0.0025285987060901897,0.0005382930094822505,-0.0001806787589425196,20,20,1,exampleData.csv,1
exampleData,two_rc_w_free,0.39811,0.03295910966053001,-0.0027164025855301414,0.03247948133710836,-0.002449483427739889,0.00047962832342165335,-0.00026691915779025223,21,21,1,exampleData.csv,1
exampleData,two_rc_w_free,0.50119,0.03265642728210896,-0.0027688021541761596,0.03225796798810795,-0.002428218938463195,0.0003984592940010148,-0.0003405832157129646,22,22,1,exampleData.csv,1
exampleData,two_rc_w_free,0.63096,0.03232796211965539,-0.0028687505233332576,0.03204120148259603,-0.0024698350812074063,0.0002867606370593606,-0.00039891544212585124,23,23,1,exampleData.csv,1
exampleData,two_rc_w_free,0.79433,0.03197349380289498,-0.002995332546857452,0.03181794247193632,-0.002580389970346486,0.00015555133095866008,-0.0004149425765109659,24,24,1,exampleData.csv,1
exampleData,two_rc_w_free,1.0,0.03158436174556338,-0.0031633863009665544,0.03157274567900244,-0.0027660519683548827,1.1616066560943272e-05,-0.00039733433261167177,25,25,1,exampleData.csv,1
exampleData,two_rc_w_free,1.2589,0.031069936132208303,-0.0034345232421858604,0.03128442134423389,-0.0030311088976992867,-0.00021448521202558843,-0.00040341434448657376,26,26,1,exampleData.csv,1
exampleData,two_rc_w_free,1.5849,0.03046141985417733,-0.003652697342055591,0.030924727410659988,-0.003374448479717433,-0.00046330755648265817,-0.0002782488623381584,27,27,1,exampleData.csv,1
exampleData,two_rc_w_free,1.9953,0.029900714166654168,-0.00389594513544332,0.030459285600161715,-0.003783477978627655,-0.0005585714335075466,-0.00011246715681566483,28,28,1,exampleData.csv,1
exampleData,two_rc_w_free,2.5119,0.029379111339927506,-0.0041496368125138496,0.029852429213047343,-0.004226968370800087,-0.0004733178731198377,7.733155828623748e-05,29,29,1,exampleData.csv,1
exampleData,two_rc_w_free,3.1623,0.028614488514401064,-0.0043563647278047945,0.029079120037594566,-0.004649902843725169,-0.0004646315231935025,0.0002935381159203743,30,30,1,exampleData.csv,1
exampleData,two_rc_w_free,3.9811,0.027877380810968015,-0.004528514961203703,0.028143696321591933,-0.004977466603932851,-0.00026631551062391776,0.0004489516427291472,31,31,1,exampleData.csv,1
exampleData,two_rc_w_free,5.0119,0.027051941695755265,-0.004623972802104744,0.027095033414871007,-0.005135857147114874,-4.309171911574122e-05,0.0005118843450101296,32,32,1,exampleData.csv,1
exampleData,two_rc_w_free,6.3096,0.02622642987302172,-0.00463483440841946,0.02602248546584248,-0.0050844748525956645,0.00020394440717923928,0.0004496404441762048,33,33,1,exampleData.csv,1
exampleData,two_rc_w_free,7.9433,0.02539677675995668,-0.004562544489738368,0.02502597807294561,-0.0048381942024715435,0.0003707986870110716,0.00027564971273317564,34,34,1,exampleData.csv,1
exampleData,two_rc_w_free,10.0,0.024674033206038913,-0.004418384064925816,0.024178132701430585,-0.00446037959792126,0.0004959005046083279,4.199553299544419e-05,35,35,1,exampleData.csv,1
exampleData,two_rc_w_free,12.589,0.023984220630662276,-0.004213943600562558,0.023505036051908727,-0.004033067433796733,0.0004791845787535491,-0.00018087616676582506,36,36,1,exampleData.csv,1
exampleData,two_rc_w_free,15.849,0.023376189861574193,-0.00397620055979716,0.022992117700486488,-0.0036279340664725672,0.00038407216108770487,-0.00034826649332459284,37,37,1,exampleData.csv,1
exampleData,two_rc_w_free,19.953,0.022795788586331325,-0.0037290248504921663,0.02260259079613728,-0.0032935343226695923,0.00019319779019404473,-0.000435490527822574,38,38,1,exampleData.csv,1
exampleData,two_rc_w_free,25.119,0.022290491192888503,-0.0035578892246933775,0.02229231263895187,-0.003055425244926713,-1.8214460633658724e-06,-0.0005024639797666644,39,39,1,exampleData.csv,1
exampleData,two_rc_w_free,31.623,0.02183347892172112,-0.0033509582749051622,0.022017655750532154,-0.0029216884438656404,-0.00018417682881103487,-0.00042926983103952184,40,40,1,exampleData.csv,1
exampleData,two_rc_w_free,39.811,0.021423948245372654,-0.0031826464281827804,0.02173786249669783,-0.0028873924444012887,-0.0003139142513251744,-0.0002952539837814917,41,41,1,exampleData.csv,1
exampleData,two_rc_w_free,50.119,0.021044983846558948,-0.0030507184111723995,0.02141549440966296,-0.0029354603366192,-0.0003705105631040123,-0.00011525807455319958,42,42,1,exampleData.csv,1
exampleData,two_rc_w_free,63.096,0.02061274834162727,-0.002938692023982815,0.021019092712420646,-0.003035073142707228,-0.0004063443707933781,9.63811187244131e-05,43,43,1,exampleData.csv,1
exampleData,two_rc_w_free,79.433,0.02020959510042839,-0.002848034411523496,0.0205302881478127,-0.0031409008639109934,-0.00032069304738430865,0.0002928664523874974,44,44,1,exampleData.csv,1
exampleData,two_rc_w_free,100.0,0.019760492004316906,-0.0027583877127425357,0.019954114600154546,-0.0031986556168540586,-0.00019362259583764058,0.0004402679041115229,45,45,1,exampleData.csv,1
exampleData,two_rc_w_free,125.89,0.019397188854563815,-0.0026767011351060705,0.019325326999168814,-0.003160390070894589,7.186185539500081e-05,0.00048368893578851864,46,46,1,exampleData.csv,1
exampleData,two_rc_w_free,158.49,0.01898347057349932,-0.002575856490231119,0.018700718263232552,-0.0030038289266936086,0.00028275231026676784,0.00042797243646248984,47,47,1,exampleData.csv,1
exampleData,two_rc_w_free,199.53,0.018562859805406062,-0.002455805016755156,0.018138318403261303,-0.002741669135947891,0.00042454140214475897,0.00028586411919273493,48,48,1,exampleData.csv,1
exampleData,two_rc_w_free,251.19,0.01817394883861396,-0.0023163152672671405,0.017675593532625385,-0.0024123287911168682,0.0004983553059885737,9.601352384972775e-05,49,49,1,exampleData.csv,1
exampleData,two_rc_w_free,316.23,0.017777098024495532,-0.0021494988087570974,0.017322243571331112,-0.002060295018095886,0.00045485445316442025,-8.920379066121135e-05,50,50,1,exampleData.csv,1
exampleData,two_rc_w_free,398.11,0.017382944047369668,-0.0019492643145405137,0.017067360871933977,-0.001720933260864522,0.0003155831754356915,-0.00022833105367599162,51,51,1,exampleData.csv,1
exampleData,two_rc_w_free,501.19,0.017027408256891644,-0.0017151675874650793,0.016890726371110193,-0.0014151915074084366,0.00013668188578145127,-0.0002999760800566427,52,52,1,exampleData.csv,1
exampleData,two_rc_w_free,630.96,0.016664493440403796,-0.0014357936694323731,0.01677146192060354,-0.0011516540580516078,-0.0001069684801997435,-0.00028413961138076533,53,53,1,exampleData.csv,1
exampleData,two_rc_w_free,794.33,0.016338702344109557,-0.0011094383687941948,0.016692134447409853,-0.000930903034758807,-0.00035343210330029615,-0.00017853533403538774,54,54,1,exampleData.csv,1
exampleData,two_rc_w_free,1000.0,0.0160611742499297,-0.0007287022309982213,0.01663971112606225,-0.0007493442299116468,-0.0005785368761325495,2.0641998913425454e-05,55,55,1,exampleData.csv,1
exampleData,two_rc_w_free,1258.9,0.01580888106340524,-0.0002827724289657194,0.01660505675908242,-0.0006017470216008571,-0.0007961756956771787,0.0003189745926351377,56,56,1,exampleData.csv,1
exampleData,two_rc_w_free,1584.9,0.015584763288620133,0.00024224721030238663,0.016581999865633405,-0.00048259026150199516,-0.0009972365770132725,0.0007248374718043818,57,57,1,exampleData.csv,0
exampleData,two_rc_w_free,1995.3,0.015355525008021014,0.0008560734952241664,0.016566485018679585,-0.00038684193559541203,-0.00121096001065857,0.0012429154308195784,58,58,1,exampleData.csv,0
exampleData,two_rc_w_free,2511.9,0.0151995284094296,0.0015811469785105114,0.01655587073280091,-0.0003101091577678427,-0.0013563423233713106,0.001891256136278354,59,59,1,exampleData.csv,0
exampleData,two_rc_w_free,3162.3,0.015171093447136085,0.002452846099159856,0.016548451196593296,-0.00024869294736066226,-0.0013773577494572108,0.002701539046520518,60,60,1,exampleData.csv,0
exampleData,two_rc_w_free,3981.1,0.0151260119032158,0.003488131035300228,0.0165431323258945,-0.00019957430464435675,-0.0014171204226787002,0.0036877053399445845,61,61,1,exampleData.csv,0
exampleData,two_rc_w_free,5011.9,0.015086882844244283,0.004712940823286973,0.016539210539218818,-0.00016029862879890776,-0.0014523276949745343,0.004873239452085881,62,62,1,exampleData.csv,0
exampleData,two_rc_w_free,6309.6,0.015276246310902308,0.006239444322658155,0.016536232691553528,-0.00012888872073091697,-0.00125998638065122,0.006368333043389072,63,63,1,exampleData.csv,0
exampleData,two_rc_w_free,7943.3,0.015467639396989145,0.008031686651315248,0.016533905552152256,-0.00010375969150262631,-0.0010662661551631113,0.008135446342817874,64,64,1,exampleData.csv,0
exampleData,two_rc_w_free,10000.0,0.015771482660485933,0.010157474564938236,0.01653203787310423,-8.364405351700717e-05,-0.0007605552126182975,0.010241118618455244,65,65,1,exampleData.csv,0
Cell_1_GEIS_SOC100_scan1,two_cpe_w,100003.71,0.11709812,0.091627985,0.043187041149876024,-0.0011532505084240147,0.07391107885012398,0.09278123550842401,0,0,1,Cell_1_GEIS_SOC100_scan1.csv,0
Cell_1_GEIS_SOC100_scan1,two_cpe_w,79433.273,0.11574821,0.067414254,0.04318712408112016,-0.0014519020055999289,0.07256108591887984,0.06886615600559993,1,1,1,Cell_1_GEIS_SOC100_scan1.csv,0
Cell_1_GEIS_SOC100_scan1,two_cpe_w,63093.824,0.11445133,0.049101222,0.04318725552975041,-0.001827901994981421,0.0712640744702496,0.05092912399498142,2,2,1,Cell_1_GEIS_SOC100_scan1.csv,0
Cell_1_GEIS_SOC100_scan1,two_cpe_w,50122.477,0.11354565,0.03306862,0.04318746371746924,-0.0023009502143262737,0.07035818628253077,0.035369570214326275,3,3,1,Cell_1_GEIS_SOC100_scan1.csv,0
Cell_1_GEIS_SOC100_scan1,two_cpe_w,39814.059,0.1164987,0.020995598,0.0431877937752749,-0.002896698378062109,0.0733109062247251,0.02389229637806211,4,4,1,Cell_1_GEIS_SOC100_scan1.csv,0
Cell_1_GEIS_SOC100_scan1,two_cpe_w,31621.139,0.11743746,0.010834876,0.04318831728263324,-0.003647221995378069,0.07424914271736675,0.01448209799537807,5,5,1,Cell_1_GEIS_SOC100_scan1.csv,0
Cell_1_GEIS_SOC100_scan1,two_cpe_w,25116.91,0.12056759,0.000979579,0.04318914671785673,-0.004591699514828218,0.07737844328214327,0.005571278514828217,6,6,1,Cell_1_GEIS_SOC100_scan1.csv,0
Cell_1_GEIS_SOC100_scan1,two_cpe_w,19948.785,0.12300065,-0.007130554,0.04319046198313358,-0.0057812687467826765,0.07981018801686643,-0.0013492852532173234,7,7,1,Cell_1_GEIS_SOC100_scan1.csv,1
Cell_1_GEIS_SOC100_scan1,two_cpe_w,15847.683,0.12581523,-0.013798361,0.043192544438638056,-0.0072773579330638735,0.08262268556136194,-0.006521003066936127,8,8,1,Cell_1_GEIS_SOC100_scan1.csv,1
Cell_1_GEIS_SOC100_scan1,two_cpe_w,12590.93,0.12808527,-0.02181693,0.04319584239758984,-0.009159706309983003,0.08488942760241017,-0.012657223690016995,9,9,1,Cell_1_GEIS_SOC100_scan1.csv,1
Cell_1_GEIS_SOC100_scan1,two_cpe_w,10002.226,0.13260444,-0.028467074,0.043201070560798825,-0.011530349000119764,0.08940336943920116,-0.016936724999880234,10,10,1,Cell_1_GEIS_SOC100_scan1.csv,1
Cell_1_GEIS_SOC100_scan1,two_cpe_w,7943.999,0.13684636,-0.035972748,0.04320936511116751,-0.014517757916182967,0.09363699488883248,-0.02145499008381703,11,11,1,Cell_1_GEIS_SOC100_scan1.csv,1
Cell_1_GEIS_SOC100_scan1,two_cpe_w,6307.7339,0.14216639,-0.04254403,0.043222532310557206,-0.01828372819392622,0.0989438576894428,-0.024260301806073775,12,12,1,Cell_1_GEIS_SOC100_scan1.csv,1
Cell_1_GEIS_SOC100_scan1,two_cpe_w,5011.604,0.14486414,-0.053253423,0.043243346759204195,-0.02301232014963061,0.10162079324079581,-0.030241102850369392,13,13,1,Cell_1_GEIS_SOC100_scan1.csv,1
Cell_1_GEIS_SOC100_scan1,two_cpe_w,3981.2744,0.1531145,-0.060575128,0.04327634344019758,-0.028967666531307116,0.1098381565598024,-0.03160746146869288,14,14,1,Cell_1_GEIS_SOC100_scan1.csv,1
Cell_1_GEIS_SOC100_scan1,two_cpe_w,3161.0117,0.15723543,-0.068842694,0.04332878587918392,-0.03648438982141323,0.11390664412081608,-0.03235830417858677,15,15,1,Cell_1_GEIS_SOC100_scan1.csv,1
Cell_1_GEIS_SOC100_scan1,two_cpe_w,2510.8032,0.16275109,-0.079830028,0.04341178623333399,-0.04593213857635699,0.11933930376666599,-0.03389788942364301,16,16,1,Cell_1_GEIS_SOC100_scan1.csv,1
Cell_1_GEIS_SOC100_scan1,two_cpe_w,1995.6388,0.16662188,-0.093934029,0.043542874329884525,-0.05778848632436879,0.12307900567011548,-0.03614554267563121,17,17,1,Cell_1_GEIS_SOC100_scan1.csv,1
Cell_1_GEIS_SOC100_scan1,two_cpe_w,1585.5074,0.17185712,-0.11263385,0.043750844829172485,-0.0727353169624257,0.1281062751708275,-0.03989853303757429,18,18,1,Cell_1_GEIS_SOC100_scan1.csv,1
Cell_1_GEIS_SOC100_scan1,two_cpe_w,1258.7913,0.17861204,-0.13367906,0.04408154450325606,-0.091610347984544,0.13453049549674395,-0.04206871201545599,19,19,1,Cell_1_GEIS_SOC100_scan1.csv,1
